iter	RMSE
307	0.2552947631
308	0.2551769837
309	0.2551138755
310	0.2549398331
311	0.2548250145
312	0.2547857157
313	0.2546892703
314	0.2545623192
315	0.2544943989
316	0.254391006
317	0.2542977322
318	0.2542421667
319	0.2541397601
320	0.2540363061
321	0.2539299837
322	0.253828676
323	0.2537689105
324	0.2537184971
325	0.2536481762
326	0.2535931868
327	0.2535102725
328	0.2533446662
329	0.2532568648
330	0.2531098323
331	0.2530573752
332	0.252994884
333	0.2529783674
334	0.252850515
335	0.2528018371
336	0.2527598947
337	0.2525515705
338	0.252457654
339	0.2523934122
340	0.2523424532
341	0.2521779299
342	0.2521222044
343	0.2519862245
344	0.2519209486
345	0.2517922854
346	0.251737777
347	0.2516125429
348	0.2515849125
349	0.2514702842
350	0.2514688043
351	0.2514141301
352	0.2513420668
353	0.2512335486
354	0.2511440835
355	0.2510508392
356	0.2508146718
357	0.2507704983
358	0.2506931729
359	0.2505801029
360	0.2504893373
361	0.2504199639
362	0.2503121769
363	0.2501819013
364	0.2501203879
365	0.2500672664
366	0.2499693566
367	0.2498477739
368	0.2496456943
369	0.2495704717
370	0.2494944603
371	0.2493483957
372	0.2492749499
373	0.2492134563
374	0.249143462
375	0.2490902895
376	0.2490063993
377	0.2489285846
378	0.2488440492
379	0.2488406605
380	0.2487740178
381	0.2486122373
382	0.2485500063
383	0.2485000632
384	0.2484670154
385	0.2483866165
386	0.2483344893
387	0.2482674449
388	0.2482219452
389	0.2481107872
390	0.2480158703
391	0.2479774438
392	0.2479209542
393	0.2478283284
394	0.2477344249
395	0.2476045541
396	0.2475252827
397	0.2473754949
398	0.2473210844
399	0.2472767517
400	0.24712108
401	0.2470530076
402	0.2469462578
403	0.246898248
404	0.2468202411
405	0.246802628
406	0.2467463161
407	0.2466570225
408	0.2466505875
409	0.2465586636
410	0.2464362858
411	0.2463331811
412	0.2463019548
413	0.2462163994
414	0.2461429576
415	0.2460665509
416	0.2460191318
417	0.2459170013
418	0.2458619056
419	0.2457333002
420	0.2456284147
421	0.2455544651
422	0.2454957405
423	0.2454113297
424	0.2453216157
425	0.2452588219
426	0.2451594987
427	0.2450498798
428	0.2449927454
429	0.2449529773
430	0.2448457496
431	0.2448194119
432	0.2448064201
433	0.244744008
434	0.2446817454
435	0.2446145432
436	0.2445635763
437	0.2445232821
438	0.2444850356
439	0.2443916054
440	0.2443463882
441	0.2442839879
442	0.2442296725
443	0.2442094203
444	0.2441266296
445	0.2440331823
446	0.2439599285
447	0.2439138138
448	0.2438793089
449	0.2437632268
450	0.2437052254
451	0.2436154742
452	0.2435722994
453	0.2434692578
454	0.2434030417
455	0.2432876408
456	0.2432105667
457	0.243177726
458	0.2431334733
459	0.2430809239
460	0.2429963872
461	0.2429182492
462	0.2428177231
463	0.2427378075
464	0.2426850756
465	0.2426114527
466	0.2425775239
467	0.2425766011
468	0.2425429111
469	0.2425076429
470	0.2424717454
471	0.2424037671
472	0.2422943118
473	0.2422263042
474	0.2421819864
475	0.2421102018
476	0.2420626922
477	0.2419766524
478	0.2419015369
479	0.2418737013
480	0.2418146814
481	0.2417587601
482	0.2416863649
483	0.2415764888
484	0.2414755153
485	0.2413657607
486	0.2413180278
487	0.2412710471
488	0.2412001319
489	0.2411006397
490	0.2410470887
491	0.2409787699
492	0.240888158
493	0.2408288573
494	0.2408152438
495	0.2407548379
496	0.2406961951
497	0.2406579004
498	0.2406173776
499	0.2405340931
500	0.2404481883
501	0.2404103025
502	0.2403392208
503	0.2402417483
504	0.2402072519
505	0.2401728015
506	0.2401179267
507	0.24005206
508	0.2399477136
509	0.2398775706
510	0.239815019
511	0.2397709927
512	0.2397353173
513	0.2396216659
514	0.2395126819
515	0.2394665934
516	0.239410624
517	0.2393404995
518	0.2392551039
519	0.2391998957
520	0.2391432678
521	0.2391033642
522	0.2390191063
523	0.2389439302
524	0.2388383683
525	0.2387667048
526	0.238734703
527	0.238619537
528	0.2385732152
529	0.2385455453
530	0.2384819212
531	0.2383923718
532	0.2383478503
533	0.2382565882
534	0.2381729542
535	0.2381315044
536	0.2380873818
537	0.2380268802
538	0.2379687444
539	0.2379133452
540	0.2378548732
541	0.2377543537
542	0.237677692
543	0.237617596
544	0.2375076503
545	0.2374523389
546	0.2373935708
547	0.2373426032
548	0.237260778
549	0.2371589437
550	0.2371158781
551	0.2370192323
552	0.23697496
553	0.2369048813
554	0.2368696676
555	0.2368154881
556	0.2367313744
557	0.2366963504
558	0.2366504383
559	0.2365665682
560	0.2364788376
561	0.2364151503
562	0.2363400951
563	0.2362671193
564	0.2362012792
565	0.2361625177
566	0.2361009317
567	0.2360391489
568	0.2359910541
569	0.2359628961
570	0.2358960398
571	0.23587178
572	0.2358298942
573	0.2357639636
574	0.2357046622
575	0.2356318062
576	0.2355360807
577	0.2354708022
578	0.2354106378
579	0.2353426972
580	0.2352650033
581	0.2351949775
582	0.2350961151
583	0.2350541379
584	0.2349900522
585	0.2349049946
586	0.2347871315
587	0.2347287167
588	0.2346410993
589	0.2345367434
590	0.2344395326
591	0.2343625978
592	0.2343274134
593	0.2342683656
594	0.2342213744
595	0.2341518111
596	0.2340845397
597	0.2340254884
598	0.2339527257
599	0.2338545794
600	0.233787986
601	0.2337523257
602	0.2336781018
603	0.2336317457
604	0.2335245272
605	0.2334625004
606	0.2333907501
607	0.2333442962
608	0.2332914482
609	0.2332489033
610	0.2331607219
611	0.2331026959
612	0.2330578553
613	0.2330038755
614	0.2329604378
615	0.2328939318
616	0.2328378374
617	0.2327962776
618	0.2327620919
619	0.2327173966
620	0.2326769752
621	0.2326039008
622	0.2325557391
623	0.232481535
624	0.2324442252
625	0.2323866435
626	0.2323392451
627	0.2323061302
628	0.2322537951
629	0.2321993014
630	0.2321637342
631	0.2320944992
632	0.232070143
633	0.232024556
634	0.2319543426
635	0.2319041518
636	0.2318687191
637	0.2318334643
638	0.2317694444
639	0.2317155837
640	0.2316550002
641	0.2316199048
642	0.2315358409
643	0.231443076
644	0.2313503107
645	0.2312579042
646	0.2311948179
647	0.2311393864
648	0.2310986718
649	0.2310297603
650	0.2309484033
651	0.2308943673
652	0.2307718248
653	0.2307301763
654	0.2306902716
655	0.2306465391
656	0.230578029
657	0.2305366542
658	0.2305038575
659	0.2304579715
660	0.2303888824
661	0.2303550417
662	0.2303138514
663	0.2302742707
664	0.2302353022
665	0.230165481
666	0.2301280332
667	0.2300692539
668	0.2300346681
669	0.2299704306
670	0.2298794022
671	0.2298050986
672	0.2297690701
673	0.2297162106
674	0.2296533161
675	0.2295879087
676	0.2295169309
677	0.2294532566
678	0.2293908622
679	0.2293216079
680	0.2292856291
681	0.229212149
682	0.2291724153
683	0.2291151164
684	0.2290486691
685	0.2289812923
686	0.2289019833
687	0.2288658855
688	0.228835148
689	0.2287906268
690	0.2287234099
691	0.2287011147
692	0.2286128257
693	0.22853896
694	0.2284824061
695	0.2284355479
696	0.2283393655
697	0.228324763
698	0.2282942676
699	0.228253203
700	0.228210953
701	0.2281922102
702	0.2281579197
703	0.2281220175
704	0.2280459827
705	0.2279796486
706	0.2278731131
707	0.2278070925
708	0.2277582358
709	0.2277186664
710	0.2276544492
711	0.2276040359
712	0.2275741468
713	0.2275102254
714	0.227466368
715	0.2273641464
716	0.2273339231
717	0.2273187399
718	0.227296716
719	0.2272334514
720	0.2271819544
721	0.2271210283
722	0.2269568749
723	0.2268643562
724	0.2268067756
725	0.2267983647
726	0.2267608952
727	0.2266958707
728	0.2266548329
729	0.2265554047
730	0.2265048282
731	0.2264516772
732	0.2264011564
733	0.2263458197
734	0.2262890637
735	0.2262532128
736	0.2261870238
737	0.2260959225
738	0.2259780042
739	0.2258892485
740	0.2258033556
741	0.2257511953
742	0.2257364288
743	0.2256772953
744	0.2256287714
745	0.2255902875
746	0.2255391276
747	0.2254721495
748	0.2254358261
749	0.2253738955
750	0.2253274763
751	0.2252723176
752	0.2252379761
753	0.2251376282
754	0.2250922532
755	0.2249850923
756	0.2249338456
757	0.2249075099
758	0.2248488354
759	0.2247920158
760	0.2247378262
761	0.224674338
762	0.2246225691
763	0.2245863489
764	0.2245747127
765	0.2245081189
766	0.224498382
767	0.2244463739
768	0.2244103323
769	0.2243373283
770	0.2242613473
771	0.2242300323
772	0.2241456825
773	0.2240748222
774	0.2240197554
775	0.2239659977
776	0.2239195744
777	0.2238813932
778	0.2238037488
779	0.2237572031
780	0.2237292464
781	0.2236952029
782	0.2236763874
783	0.2236272482
784	0.2235492139
785	0.2235042145
786	0.2234301749
787	0.2233763567
788	0.2233472145
789	0.2233200779
790	0.2232692844
791	0.2232375291
792	0.2231727217
793	0.2231320782
794	0.2230671571
795	0.2230279964
796	0.2229789439
797	0.2229513222
798	0.2229235338
799	0.2228996561
800	0.2228658805
801	0.2227983924
802	0.2227542767
803	0.2227007964
804	0.2226303221
805	0.2225251927
806	0.2224886906
807	0.2224300167
808	0.2223809087
809	0.222343393
810	0.2222831886
811	0.2222476786
812	0.2222014457
813	0.2221666626
814	0.2220878935
815	0.2220691816
816	0.222021972
817	0.221982727
818	0.2218689713
819	0.2218272484
820	0.2217861692
821	0.2217341848
822	0.2216400618
823	0.2216092636
824	0.2215534099
825	0.2215081093
826	0.2214526937
827	0.2214230638
828	0.2213848421
829	0.2213462045
830	0.2212814704
831	0.2212518187
832	0.2212237097
833	0.2211900524
834	0.2211348305
835	0.221105435
836	0.2210670749
837	0.2210164192
838	0.2209500388
839	0.2208871939
840	0.220875248
841	0.2208482219
842	0.2208223572
843	0.2207757601
844	0.2207572916
845	0.2207236038
846	0.2206872475
847	0.2206444862
848	0.2205879758
849	0.220511974
850	0.2204677265
851	0.2204530854
852	0.2204152185
853	0.2203537245
854	0.2202717369
855	0.2202419962
856	0.2201956162
857	0.2201517598
858	0.2201112376
859	0.2200833437
860	0.2200383847
861	0.2200061624
862	0.2199893922
863	0.2199576993
864	0.2198981503
865	0.2198404678
866	0.2197354684
867	0.219710964
868	0.2196786699
869	0.2196496899
870	0.2195681101
871	0.219544355
872	0.2195250324
873	0.2194844795
874	0.2194535189
875	0.2194108946
876	0.2193425438
877	0.2193144621
878	0.2192879393
879	0.2192406739
880	0.2191523101
881	0.2191035902
882	0.2190602063
883	0.219013494
884	0.2189539878
885	0.2189158482
886	0.2188664286
887	0.2188108188
888	0.218748169
889	0.2186678721
890	0.2186440469
891	0.2185553483
892	0.2185043905
893	0.2184677742
894	0.2184324851
895	0.2183841762
896	0.2183181024
897	0.2182603369
898	0.2181904586
899	0.2181640143
900	0.2181428276
901	0.2181087067
902	0.2180730057
903	0.2180577251
904	0.2179802699
905	0.2179516733
906	0.2178931688
907	0.2178573107
908	0.2178138162
909	0.217717599
910	0.2176908615
911	0.2176351945
912	0.2175668222
913	0.2175156982
914	0.2174622619
915	0.2174068668
916	0.2173769417
917	0.2173463032
918	0.2173119375
919	0.2172504084
920	0.217203032
921	0.217160333
922	0.2170971566
923	0.2170452466
924	0.2169608594
925	0.2168838012
926	0.2168296663
927	0.2167915775
928	0.2167536838
929	0.2166938135
930	0.2166524351
931	0.2166133853
932	0.2165624574
933	0.2164677869
934	0.2164264637
935	0.2163673463
936	0.2163388445
937	0.2163218153
938	0.2162806197
939	0.216250615
940	0.2161929918
941	0.2160957594
942	0.2160502198
943	0.2160077701
944	0.2159248481
945	0.2158509232
946	0.2158159084
947	0.2157672847
948	0.2157101965
949	0.2156381009
950	0.2155917879
951	0.2155202343
952	0.2154489809
953	0.2153821561
954	0.2153202827
955	0.2152809956
956	0.2152066903
957	0.2151447864
958	0.2150156838
959	0.2150040257
960	0.2149888475
961	0.214912885
962	0.2148836996
963	0.214836618
964	0.2147914447
965	0.2147573504
966	0.2147096474
967	0.2146731321
968	0.2146472047
969	0.2146134251
970	0.2145610388
971	0.2145295772
972	0.2144076136
973	0.2143673892
974	0.2143221544
975	0.2142343606
976	0.2141785264
977	0.214115268
978	0.21408203
979	0.2140384931
980	0.2139780141
981	0.2139389895
982	0.2139085915
983	0.2138508203
984	0.2137741013
985	0.2137332359
986	0.2136633394
987	0.2135809316
988	0.21351074
989	0.2134259021
990	0.213377701
991	0.2133116761
992	0.2132774059
993	0.2132409451
994	0.2132239074
995	0.2131619525
996	0.2131485657
997	0.2131025998
998	0.213076887
999	0.2130235527
